,model,batch_size,learning_rate,epoch,neurons,mse_all,mse1,mse2,mse3,mse4,mse5,mse6,mse7,mse8,mse9,mse10,mse11,mse12,mse13,mse14,mse15,mse16,mse17,mse18,mse19,mse20,mse21,mse22,mse23,mse24
10,10.0,100.0,0.001,25.0,64.0,0.03011417060768677,0.0013381581507668583,0.001378390640555952,0.001390058313063778,0.0012909500495495033,0.0027394276970408703,0.005272396808042686,0.004068571871603833,0.0015899258233349732,0.0015797873079462972,0.0016124114826617643,0.001513343426686449,0.0018245043611953577,0.0021323682182232168,0.0023035904664275362,0.003983809257205934,0.003995877219505143,0.0032039517532990764,0.002987530775619419,0.004182863873496231,0.006749777261608485,0.0057795905332261735,0.0043312057822857035,0.003132988553591902,0.002889955967779168
11,11.0,100.0,0.001,25.0,32.0,0.030141171841276473,0.0013596093660903311,0.0014762975237910137,0.0014601522044926378,0.0015484957694301387,0.002174121944956174,0.0037744856282212764,0.004121802680329442,0.0021614002261176406,0.0017104377881615258,0.001519464806470155,0.0014021363656434782,0.0015266320511950512,0.002749074390658634,0.002197609215724212,0.003573443017013206,0.005105006711707784,0.0028754125000664235,0.0031203885554429247,0.004286917854829535,0.0071792692626057005,0.005433095580580149,0.004534674571220751,0.0033108920067614176,0.0034040143589677994
12,12.0,200.0,0.001,25.0,128.0,0.030988536025665463,0.0014656629453981326,0.0014392334578117634,0.0015901722505007071,0.0016572382281115784,0.0031533743979822062,0.0043052562482422604,0.003959637868583618,0.002405174245260262,0.0015138976974605144,0.0015329158788042181,0.0018165587612024886,0.001677670539392465,0.0019548649805281545,0.0026466680162260995,0.0036322501812747657,0.0038067660782853665,0.003034802542483587,0.002828321391227199,0.004276163859187348,0.006890863794700508,0.005874817622066219,0.004731831337157648,0.003208246883905292,0.0031736119954611642
13,13.0,200.0,0.001,25.0,64.0,0.029998205144513637,0.0012548884483821984,0.001482303182226998,0.001319288075397712,0.0012668400322657387,0.002171915375831647,0.005062092779293142,0.004085509947498592,0.0016357499168819275,0.001487465678320689,0.001685417453704732,0.001814418710950303,0.0020402524531173177,0.0023765702459676995,0.0032124815989479343,0.0040142266506921175,0.0037442825417543803,0.0034174518049042766,0.002811478978939315,0.004191476808588626,0.0063008999687906055,0.00586899666535499,0.004487497536424774,0.0029702754454587876,0.0029857183999383438
14,14.0,200.0,0.001,25.0,32.0,0.038362763279086075,0.0018880297312727598,0.002270450141427576,0.0016286353457129372,0.0033297119336702136,0.0026967477664875347,0.004133415174868916,0.0046058715171087995,0.0014478738073346051,0.003986018580568815,0.003406313955368026,0.004912254064315366,0.002457383789664381,0.008482864110134889,0.0073407963841253055,0.0037785774265642305,0.005043939658621785,0.004752233017150707,0.003706193392059877,0.004308623871851859,0.006167721349569294,0.0052510608910458,0.004087382099289582,0.002998694556842108,0.004476528828339274
15,15.0,300.0,0.001,25.0,128.0,0.029339144469854462,0.0014255918957194755,0.0014492994613203236,0.001335816005935544,0.0012995791697013657,0.0025274815183855413,0.00417660727962782,0.003862164766110565,0.0017192489654373141,0.0017152277452973364,0.0015866805192019402,0.0017240168333787574,0.002059441767898548,0.0021801525039420256,0.002757047972971333,0.004110611156763544,0.004041641620868024,0.0035481135709644674,0.0029386816628431027,0.004517815662487583,0.0064157199359435105,0.0059004556036744114,0.004441833118910251,0.002896970121120483,0.002903979051250343
16,16.0,300.0,0.001,25.0,64.0,0.032011655649170245,0.0017770667201390902,0.0021131091911363734,0.001553573189737733,0.002014949994843644,0.002363570656406107,0.003760807686058322,0.003744162554580589,0.0015218237386045704,0.0013181939542751479,0.001634219851813385,0.0017137652650577177,0.002653649193372839,0.0025094280190805823,0.004058044626224846,0.004105882155299783,0.0061348068058012,0.004616946402349424,0.003108340747518122,0.00410501811261743,0.006489484561358674,0.005219980660198084,0.004455787120157173,0.003015380174807923,0.0029184362037320685
17,17.0,300.0,0.001,25.0,32.0,0.03513679686743199,0.002781801969156197,0.0015336027653353311,0.002236482185257369,0.0015220006115620353,0.0021284672058999796,0.004137525563208278,0.00356466808723627,0.0017222564809935544,0.0013046250312303824,0.0018371826320299637,0.005987794383387214,0.0033351724224153383,0.004425766715620969,0.002805495356469128,0.0046125241443294475,0.005653747547007625,0.0029115119779230514,0.002815642091215286,0.004527466598159459,0.0065322152516309635,0.006621318103894081,0.003964414610242718,0.002697268960081016,0.0035410852224915254
18,18.0,100.0,0.0001,25.0,128.0,0.030943186057069624,0.001579674882707712,0.0015223999574608827,0.0015974115646121808,0.0013845802494498484,0.002383906089415598,0.003801649436151065,0.0035588414479412653,0.0015930996824817343,0.0016579901346676367,0.0016008740556625466,0.0025280938622060803,0.0027721548471482775,0.0023553104666486995,0.002547012851790106,0.004369104154750505,0.00524717210578726,0.004176384720822588,0.0031257624337209934,0.004292954638215275,0.006135585637603331,0.005475715332976471,0.004239575857676449,0.002848500202272157,0.002840667006353566
19,19.0,100.0,0.0001,25.0,64.0,0.034393512318224295,0.001585462358210089,0.0020136734607496512,0.0014006832803521033,0.0016166170474789458,0.005436295453104964,0.004695833806108509,0.004495279715100103,0.0017547903000384103,0.0015261813539694765,0.0014367715545931812,0.0017025083008015997,0.0039081478663751355,0.003124923549476601,0.002339459869370805,0.0037062411395973305,0.004866461791981049,0.002821669343373631,0.002655656464634193,0.004004074187289066,0.006852412281634817,0.006301142320948327,0.004965860222781364,0.0033673816331787035,0.005029111594590752
20,20.0,100.0,0.0001,25.0,32.0,0.0619259033224294,0.0076737264353048396,0.004060507147305497,0.0061859482223699,0.00602393645595335,0.010232055663154866,0.01222199448272459,0.010006724112667096,0.007180100770901748,0.003492953520805879,0.005821183647363057,0.002645986978978256,0.0032896199741965946,0.003942309056334492,0.006627268344194751,0.0052230748771445925,0.00784699182402669,0.003295445627939469,0.0037102727656640982,0.006774254528831507,0.012489262811541663,0.01144647300469916,0.008197161677829174,0.005944167672909967,0.004511499011805229
21,21.0,200.0,0.0001,25.0,128.0,0.04802140296717442,0.0023749479355922374,0.0026240580704136244,0.002551744072787588,0.004144542820668975,0.005460701203841328,0.009183427581940013,0.00844939105668384,0.003707696135702949,0.003277141559183069,0.0024424579060886784,0.0018768132104594391,0.0023836732997414025,0.002014239805830145,0.002642014968045035,0.0035298972601578095,0.0038204222348737506,0.0032100384299823407,0.0047638980418539395,0.006724829399520321,0.009625519972702305,0.009376742095574398,0.006414740425528729,0.004732241136274149,0.003984574991128069
22,22.0,200.0,0.0001,25.0,64.0,0.06346994360467444,0.004799794200101799,0.005577530886193453,0.005182948876138244,0.0040360712843788725,0.007278571036877122,0.012932733835831978,0.011341542596012343,0.0056426890249972215,0.004783375681553177,0.004390105544595716,0.0028544886772713107,0.004806376174823005,0.0039464296507092066,0.004620029527691777,0.003810379986809368,0.004867421621326608,0.004887881517755465,0.005826909994043519,0.009447928407589712,0.012772087900990435,0.013787939745442805,0.01159520359296259,0.009518810910388231,0.007355401699316178
23,23.0,200.0,0.0001,25.0,32.0,0.086518800750102,0.01483398366555113,0.008951488947221866,0.0104746153860607,0.0034111188810897865,0.01992392146884399,0.013385201661760536,0.010343110889081113,0.02352742953553358,0.009142283210490801,0.002387498567365395,0.011299009627780346,0.01640088217390577,0.006582022877261199,0.008499046121885808,0.017856595026079225,0.003570966408676249,0.008184707152732703,0.007054640314227215,0.02271381892036941,0.012029972680251064,0.0154331278657222,0.015912028768923087,0.008125597326364491,0.013892154860167163
24,24.0,300.0,0.0001,25.0,128.0,0.05756194638452209,0.004040044269872112,0.0034313122199624816,0.004506952176078994,0.006934983585789064,0.0068576106854557626,0.009879302219133275,0.010169932423903951,0.00480725304458604,0.004247493547518553,0.004685620747997722,0.0037932563404746746,0.0026697199501988025,0.003137593166398062,0.002712545202246079,0.0041481015417291645,0.004230358587182068,0.0036138849926097634,0.004679579976484862,0.008295449761781867,0.012837232662517628,0.010075987156338648,0.007978903423828983,0.0058845485313169235,0.005704248296140098
25,25.0,300.0,0.0001,25.0,64.0,0.06230062617041635,0.00533978588863264,0.004362266342295204,0.004063717799549045,0.0038722124373283063,0.005491070704495329,0.010428916227695975,0.012501033266530156,0.005134230555163024,0.005352897008393825,0.005860653170067289,0.0028419206660314704,0.004036668883151056,0.0037938109562061814,0.0034403193716141,0.004751806460132044,0.004002432209551023,0.007073587171290432,0.006178521003882079,0.008611857482479205,0.012946567658373015,0.011644435666042894,0.009244700649146644,0.008157447362176929,0.006685561131190497
26,26.0,300.0,0.0001,25.0,32.0,0.11847963316358835,0.03496402345025735,0.02426983264695481,0.007412249130578376,0.011168385605443965,0.031597287746350414,0.00946261416923936,0.04713445809180079,0.019261684034794273,0.01956390031165659,0.01448784621713995,0.015425383601318208,0.008010157313809649,0.006963599453849378,0.016940149547631813,0.027708862545163537,0.0038638133953817514,0.02054710179550989,0.013433696019210229,0.019484756413476224,0.006982197574271296,0.0350548142685801,0.04455593355322125,0.04167274751472145,0.01265370163190828
