,MSE_tensorflow,R2_tensorflow,MSE_own_NN,R2_own_NN,parameters_own_NN,neurons_first_hidden,learning_rate,regularization
59,1.3343,-0.307,1.3634,-0.3355,1211.0,16.0,0.0001,0.0001
60,1.0172,0.0036,0.9492,0.0703,1211.0,16.0,0.1,0.00031622776601683794
61,1.0209,-0.0,1.0184,0.0025,1211.0,16.0,0.025118864315095794,0.00031622776601683794
62,1.0188,0.002,1.0206,0.0003,1211.0,16.0,0.00630957344480193,0.00031622776601683794
63,1.0215,-0.0006,1.0214,-0.0005,1211.0,16.0,0.001584893192461114,0.00031622776601683794
64,1.0264,-0.0054,1.0355,-0.0143,1211.0,16.0,0.00039810717055349735,0.00031622776601683794
65,1.1955,-0.171,1.3408,-0.3134,1211.0,16.0,0.0001,0.00031622776601683794
66,1.0215,-0.0006,0.9576,0.062,1211.0,16.0,0.1,0.001
67,1.0205,0.0004,1.0184,0.0025,1211.0,16.0,0.025118864315095794,0.001
68,1.0218,-0.0009,1.0206,0.0003,1211.0,16.0,0.00630957344480193,0.001
69,1.0202,0.0007,1.0214,-0.0004,1211.0,16.0,0.001584893192461114,0.001
70,1.0225,-0.0016,1.0285,-0.0074,1211.0,16.0,0.00039810717055349735,0.001
71,1.0324,-0.0113,1.2793,-0.2531,1211.0,16.0,0.0001,0.001
72,1.0207,0.0002,1.016,0.0048,325.0,8.0,0.1,0.0
73,1.021,-0.0001,1.0203,0.0006,325.0,8.0,0.025118864315095794,0.0
74,1.0212,-0.0003,1.02,0.0009,325.0,8.0,0.00630957344480193,0.0
75,1.023,-0.002,1.02,0.0009,325.0,8.0,0.001584893192461114,0.0
76,1.0278,-0.0067,1.0208,0.0001,325.0,8.0,0.00039810717055349735,0.0
77,1.0199,0.001,1.0226,-0.0016,325.0,8.0,0.0001,0.0
78,1.0197,0.0012,1.016,0.0048,325.0,8.0,0.1,1e-05
79,1.0198,0.0011,1.0203,0.0006,325.0,8.0,0.025118864315095794,1e-05
80,1.0207,0.0002,1.02,0.0009,325.0,8.0,0.00630957344480193,1e-05
81,1.0219,-0.001,1.02,0.0009,325.0,8.0,0.001584893192461114,1e-05
82,1.028,-0.007,1.0208,0.0001,325.0,8.0,0.00039810717055349735,1e-05
83,1.0509,-0.0294,1.0226,-0.0016,325.0,8.0,0.0001,1e-05
84,1.0168,0.004,1.016,0.0048,325.0,8.0,0.1,3.1622776601683795e-05
85,1.0176,0.0032,1.0203,0.0006,325.0,8.0,0.025118864315095794,3.1622776601683795e-05
86,1.021,-0.0001,1.02,0.0009,325.0,8.0,0.00630957344480193,3.1622776601683795e-05
87,1.0247,-0.0037,1.02,0.0009,325.0,8.0,0.001584893192461114,3.1622776601683795e-05
88,1.0325,-0.0113,1.0208,0.0002,325.0,8.0,0.00039810717055349735,3.1622776601683795e-05
