,batch_size,learning_rate,epoch,univ_neurons,mse_all,mse_all2,mse1,mse2,mse3,mse4,mse5,mse6,mse7,mse8,mse9,mse10,mse11,mse12,mse13,mse14,mse15,mse16,mse17,mse18,mse19,mse20,mse21,mse22,mse23,mse24
0,200.0,0.1,2.0,128.0,0.6955567925761651,0.6264979428717791,0.8914409018633247,0.18706507327878638,0.19127543033233113,0.611730852953376,0.05472233923131066,0.4763424564289187,0.787154161177268,1.500702428137267,0.3322942801504402,2.0560650138535936,0.9444621019354736,1.1196988485903951,0.3682742779613931,0.3642475172066746,1.2956606169176685,0.5822237912916727,0.060325902807402944,1.2621722847774404,0.21130337763457668,0.701866520256114,0.18997168480168597,0.067860352983334,0.049574919110564344,0.7295154952416871
