,batch_size,learning_rate,epoch,univ_neurons,mse_all,mse_all2,mse1,mse2,mse3,mse4,mse5,mse6,mse7,mse8,mse9,mse10,mse11,mse12,mse13,mse14,mse15,mse16,mse17,mse18,mse19,mse20,mse21,mse22,mse23,mse24
0,200.0,0.1,50.0,128.0,0.25616924885772,0.09914545409456882,0.058319056374136556,0.06230371990621772,0.08369903152571484,0.08975297077734055,0.03558789960655488,0.018123713220335715,0.0201857526245344,0.1669467518237405,0.1770062480556704,0.2061970389756706,0.15599241954445478,0.16328676389008195,0.15159629541638173,0.16702070039322972,0.1338858722582974,0.1390298784814533,0.14341752615241685,0.14374138086262245,0.05946393812766862,0.02614104185016033,0.03297103808645157,0.03998136873777734,0.05361846546455356,0.051222026114185845
1,400.0,0.1,50.0,128.0,0.2561071833208273,0.09910703006790322,0.05820453439611259,0.06227686791658023,0.08378428993933636,0.0897816622374281,0.035590671026563006,0.01807847015640579,0.020108050235115284,0.16705181354013207,0.17676699448982083,0.20596893551858214,0.15586098448053787,0.16306837524830134,0.15159843713029444,0.16665281988644698,0.13385472004192797,0.1393456807099586,0.14348659110873832,0.1438267916897376,0.05943532408639912,0.026177787624110247,0.032961230706875205,0.04009841634590621,0.05351161059772905,0.051077662516637805
2,600.0,0.1,50.0,128.0,0.2555824251227093,0.0988611615032801,0.05788635024800987,0.06194819849200033,0.08370232117588733,0.08959722209154845,0.03481378740077746,0.0181975470666602,0.0202621201498763,0.16654922257218346,0.17664865020793682,0.20657064659153654,0.15558333551236803,0.16248347658890258,0.15130645246904434,0.16625930237251796,0.1334639679363443,0.14026064701267502,0.14315604609218374,0.14159744082973383,0.0599460533276137,0.02571997739422614,0.032725936744269754,0.039403332812257,0.05355940536612229,0.05102643562404709
3,800.0,0.1,50.0,128.0,0.25426511003321467,0.09858126448261999,0.06055058003873862,0.05718654563659688,0.07623011778099806,0.08615283083018462,0.03908112400062565,0.017970246856435265,0.016315405753896263,0.17348889956635144,0.17659018424849818,0.19540427866561022,0.1620590978631081,0.17046057257521977,0.1514717648150199,0.1729117757683067,0.138510756519427,0.14539077273993195,0.14019364080404947,0.13707133527929938,0.05863658474283779,0.026077355270037,0.031931638771728006,0.03494798672239143,0.04682309229506782,0.050493760038520234
4,200.0,0.01,50.0,128.0,0.08218192463592396,0.013082143131602145,0.0018523747238807006,0.006029485088797622,0.015269934611819795,0.01012005264383577,0.011292489177291568,0.01758396790538039,0.02395178665060267,0.013113107354449222,0.019123837067127693,0.022282515703953377,0.0068178289278557624,0.01401120337745095,0.013712686192172788,0.011245131514052114,0.013889879911861658,0.016588770665048186,0.02054272150464644,0.01730193208032399,0.015827945360617175,0.012488018636354662,0.008960011591413427,0.00711863228164282,0.008132097744732034,0.006715024443140661
5,400.0,0.01,50.0,128.0,0.09572966447226076,0.015256966309068046,0.004860636214120393,0.004073431298918769,0.0059927057381359405,0.010921679978891204,0.006781086685989759,0.019984074484548243,0.01582068813028455,0.022075183751833212,0.032932406536653094,0.03985904371564993,0.016378882140317002,0.02101329400817604,0.01365898843409723,0.017631226693318628,0.01500458447704961,0.02118352175366197,0.022041644756897332,0.019614392509898656,0.008697148240969258,0.014679285618599321,0.00818997682521119,0.009370950327031837,0.006374447816195976,0.009027911281183928
6,600.0,0.01,50.0,128.0,0.10154479680275741,0.017110945520697845,0.004646798782812718,0.0038363942792056637,0.006060607235082271,0.007030099234078841,0.010178175056913277,0.021275495550926577,0.01589462488626409,0.026224665642327172,0.044085203064821166,0.04165741942919388,0.01561121837930519,0.031237325632461867,0.02247787153914645,0.017937917201869,0.02078563413893717,0.024185604900541537,0.018329758979241346,0.028214397872889752,0.008086871006878707,0.011859786445204312,0.013490538814880841,0.00623025310920737,0.00566862107784844,0.005657410236710626
7,800.0,0.01,50.0,128.0,0.10695357891185579,0.01823730171284226,0.00401550894623491,0.003758062988498151,0.0054507038756477656,0.007080793362906596,0.009303462998257498,0.009769013957449627,0.019586934694715195,0.033749828855089634,0.04064717396552506,0.05274734156400672,0.016491347996572602,0.031716024750499415,0.023622791712229065,0.02467800212876075,0.023278365673099183,0.02590290190298311,0.02494872509541176,0.019932815993945578,0.008508728508661894,0.02171316233106541,0.012396913911151159,0.007214986430599151,0.005459535736068343,0.005722113728835632
8,200.0,0.001,50.0,128.0,0.10522434830206835,0.017790746745477388,0.002411121722820558,0.004401923620180543,0.006006294244507866,0.0078000806502820695,0.008499879483740338,0.019937634582447884,0.014854576967682281,0.02667917279615576,0.038492210430773915,0.041084911056791455,0.023440109272048783,0.02852430979388066,0.022599835755555346,0.03397998655075455,0.02032929420845557,0.02631840215878195,0.023911377409597073,0.02681527069610636,0.008661355682181644,0.010380961302209854,0.010651733231822993,0.007705741433958843,0.006731736748881806,0.006760002091839226
9,400.0,0.001,50.0,128.0,0.10526930491154514,0.01759978901669294,0.005640559064119498,0.0029031095762350615,0.004767559681244654,0.007005775115572608,0.01016816702571819,0.02025427804627564,0.020170907548322597,0.02105586667681847,0.03360412302498866,0.04611957202919453,0.021384391452804324,0.026208744343643297,0.021946090265700255,0.0318598442834231,0.021625210458147564,0.0238947647167401,0.019715317380070138,0.02600130645382471,0.008795037963372169,0.015282305200258717,0.013416247853280902,0.007191589965961702,0.0072227906236755,0.006161377651238179
10,600.0,0.001,50.0,128.0,0.11046279832428056,0.01924440776813473,0.003127811425546251,0.00572421573787477,0.006738796428985324,0.013459670717984753,0.006008708239557406,0.014042833200130413,0.01907504024721451,0.03934640984024388,0.03612405019376989,0.04552532589671231,0.02267980667039048,0.03078111179517859,0.025990065281611855,0.029555643373238846,0.021072376090887045,0.024376969324047055,0.021220669567970498,0.030811637776191645,0.009067618314431675,0.02266287027102903,0.015371739177900485,0.007274437507932052,0.005937888926984293,0.005890090429420564
11,800.0,0.001,50.0,128.0,0.19328919712536796,0.06077579040868566,0.017994722982555743,0.05304567311593797,0.043182830216068155,0.04692789072121261,0.011848248497353477,0.009473944644770797,0.004183860554749939,0.10178363765644792,0.14097282899629734,0.13118950195242057,0.15331429189748608,0.09732116373728696,0.07860616899307292,0.09159497863334098,0.04897471034463526,0.10377614939890596,0.16126790592344734,0.046517323336254066,0.02113610542970257,0.007845159306069108,0.00754841946604249,0.016012830989299686,0.018910449570228274,0.045190173444869544
12,200.0,0.0001,50.0,128.0,0.24755793341655377,0.09071954112168194,0.05001826493724007,0.06261692701874659,0.061066636109711976,0.059196556916516936,0.02948128056125324,0.012324070629132792,0.007910210378927123,0.13718858772614786,0.20722379614658623,0.21774130950427417,0.1521513163864212,0.14992345159068562,0.14313581418640117,0.1587167801702157,0.14338960240635024,0.12307831672826437,0.1300801469554411,0.13743353061477936,0.04189157451469585,0.01905085425644466,0.048820819389279686,0.019000429918552244,0.033822568955552176,0.03200614091874636
13,400.0,0.0001,50.0,128.0,0.27097363139477126,0.10290422790623638,0.08275714476453298,0.06023702998881509,0.07906168112774699,0.07722252628115518,0.0663088709666798,0.019556452478080164,0.017154205259875543,0.15440093960554044,0.13705437083003477,0.2133799257922367,0.24414154771117325,0.1740313275761622,0.13228056107203495,0.17031646847949866,0.13831883560683672,0.12645746914253259,0.17781027549894068,0.11407759195016759,0.061543583264338377,0.05183857921190792,0.029353281655949148,0.03892353204083792,0.06391112307367805,0.03956414637091724
14,600.0,0.0001,50.0,128.0,0.2539542870468595,0.0919767986213526,0.03392838713831527,0.06310432428057108,0.060632039316314196,0.10758610197418099,0.07514363913689828,0.008112087708047958,0.032420612067187854,0.19394921410443075,0.22091339998971096,0.15069509924815536,0.1664294840543518,0.13658373454980421,0.11636999674260391,0.12939703262332516,0.09661485382681366,0.10507995610582029,0.14385380156569083,0.11890346338517305,0.04649582627387291,0.02193140298034773,0.030628331558609972,0.032654430650268365,0.08402473918711728,0.03199120844485058
15,800.0,0.0001,50.0,128.0,0.2860502496086727,0.11663959879614579,0.04480156865534071,0.15134020973316417,0.043628119926114636,0.06509560685371714,0.02287800331567698,0.03874274416925524,0.014523187419927763,0.20366046668381824,0.21247089462053004,0.22374691596624732,0.20248571528719939,0.2881811680463473,0.09197506277534472,0.1298529997880957,0.12366221467994742,0.0815991702874735,0.10149125680063519,0.29764804415312573,0.057188976689675,0.017085481032853535,0.051689507342305444,0.051627276980005195,0.19745580679868194,0.0865199731020169
