,model,batch_size,learning_rate,epoch,neurons,mse_all,mse1,mse2,mse3,mse4,mse5,mse6,mse7,mse8,mse9,mse10,mse11,mse12,mse13,mse14,mse15,mse16,mse17,mse18,mse19,mse20,mse21,mse22,mse23,mse24
0,0.0,100.0,0.01,25.0,128.0,0.10014290712914271,0.013440219527126415,0.02152800003550184,0.017968169762288277,0.026630924784304028,0.009323065649099876,0.012607697529269714,0.013137752967913445,0.0459886811324388,0.033067404486499384,0.046273810302955874,0.0220847927149325,0.01863788341462414,0.012952339993350732,0.017445546235895677,0.016552701797157898,0.01787424714748329,0.01724708415643889,0.021428929877853747,0.010951313141973215,0.01946919383694494,0.00940768054481753,0.006910248602782452,0.017560662900614667,0.017215800169674736
